classification,red,blue,green,black,golden,brown,Cyan,purple,white,Pink,Pink,watermelon,watermelon,tangerine,orange,grapefruit,Banana,Cherry,pitaya,pineapple,Sugar cane,Peach,Chestnut,plum,Loquat,Wax gourd,eggplant,Pepper
3,485.1,133.035,0,0.0232,0.047,11.2,0.4482,0.0775,0.5815,1.1609,0.0852,0.9591,9.4888,144.5929,19.3697,167.8459,1095.9225,33.3333,2400,17.0684,4.3333,70142,0.2349,191.3125,110.412,0.0168,207.1301,0.3091
3,518.175,152.88,0,0.008,0.0319,11.1,0.2684,0.026,0.478,1.4314,0.1355,0.9408,13.3336,170.4974,20.399,177.2657,242.0164,0,2727.2727,18.2004,4.2,88347.5,0.3247,220,80.0741,0.0036,185.7773,0.185
3,522.585,156.555,0,0.0474,0.0681,10.5,0.6572,0.1176,0.4793,1.4059,0.1335,0.9368,11.8494,153.7712,11.8078,210.8805,135.1478,400,5294.1176,16.9441,6,80358.5,0.2541,232.8182,122.16,0.0056,197.2896,0.2735
3,477.75,181.545,0,0.0483,0.063,10.5,0.7333,0.1633,0.4524,1.4765,0.1419,0.9335,14.2364,195.259,30.6678,58.1185,241.9337,396,2400,16.9549,5.4,93285,0.2987,187.8,68.4412,0.0029,162.9973,0.3448
3,588.735,178.605,0,0.198,0.2137,10.1,0.725,0.4185,0.4458,1.5385,0.1262,0.9404,14.1109,190.9365,21.6511,192.4077,1079.0048,0,0,15.712,3.75,112411,0.1915,201.25,91.5648,0.008,184.2869,0.3217
3,587.265,164.64,0,0.0413,0.0615,10,0.4291,0.0849,0.4873,1.4942,0.1485,0.9333,15.0979,190.9811,22.8148,198.4716,515.1723,0,1250,17.4554,3.7895,112156.5,0.2347,195,78.44,0.0046,163.6596,0.3787
3,633.57,149.94,0,0.2362,0.252,9.9,0.7544,0.4819,0.344,1.6459,0.15,0.929,12.9524,156.5873,17.3308,171.9764,587.1939,0,1304.3478,15.6593,3.3333,99209,0.2712,214.3125,117.0347,0.008,199.9224,0.2864
3,470.4,141.12,0,0.0671,0.0981,9.9,0.7192,0.1605,0.3418,1.5229,0.133,0.9362,9.7435,131.1193,22.0739,27.6174,343.2712,236.3636,3600,16.7783,4.7273,61678.5,0.355,217.3571,130.2523,0.0043,204.4337,0.2225
3,593.145,136.71,0,0.038,0.0633,9.4,0.824,0.14,0.5672,1.2433,0.1062,0.9517,11.1834,145.5428,17.5725,209.3391,69.1547,56.25,5294.1176,16.5377,3.5625,86328,0.3864,212.3333,102.6418,0.0033,179.9802,0.3104
3,574.77,152.145,0,0.0799,0.1031,9.4,0.8443,0.2961,0.4998,1.3736,0.1267,0.9442,10.8899,149.6259,23.3644,80.0438,71.1199,314.2857,2857.1429,15.8772,4.5714,86000.5,0.4094,206.224,228.4377,0.1252,213.1943,0.1961
3,540.225,112.455,0,0.0396,0.0759,8.7,0.6698,0.0917,0.4721,1.3721,0.1671,0.9298,9.4356,117.7148,14.4719,62.3731,1243.6994,150,6923.0769,17.0168,3.9545,63592.5,0.3864,191.7143,78.8333,0.0044,196.2248,0.4375
3,494.655,179.34,0,0.0611,0.0769,8.6,0.611,0.1583,0.5635,1.3256,0.1018,0.9538,13.3947,211.1269,31.0201,136.1479,430.465,260.8696,1153.8462,16.6803,3.913,104435,0.3385,197.2975,231.3132,0.2038,219.3542,0.2389
3,573.3,146.265,0,0.0491,0.0721,8.6,0.7625,0.1696,0.4572,1.4743,0.1385,0.9338,12.2756,154.8055,20.5353,100.2641,848.5158,210,6666.6667,16.2862,4.2,88750,0.3136,171.625,79.1216,0.0044,192.2033,0.2856
3,568.89,137.445,0,0.2585,0.2951,8.4,0.7025,0.4828,0.3527,1.551,0.1397,0.9377,10.7492,140.9886,16.8278,69.4336,429.857,120,2608.6957,15.4839,4.08,80207,0.2632,197.7273,114.5795,0.004,194.6822,0.2708
3,557.13,169.785,0,0.0574,0.0735,8.2,0.4248,0.0713,0.4763,1.4284,0.1211,0.9452,15.0793,178.015,22.393,136.1272,558.1554,39.1304,5000,17.2961,3.5217,99177.5,0.2197,228,145.5625,0.0008,185.5576,0.3597
3,496.86,165.375,0,0.0548,0.0684,7.9,0.6857,0.1772,0.4835,1.4052,0.1109,0.9472,12.2132,169.5639,28.99,31.301,67.716,500,1304.3478,16.5069,5,84249.5,0.2772,175.875,91.2368,0.0046,190.4913,0.2913
3,465.255,144.795,0,0.1882,0.2107,7.6,0.7219,0.4069,0.3709,1.5219,0.1423,0.932,8.7627,151.4771,24.3337,43.6394,411.0151,260,1153.8462,15.8011,5,70475.5,0.2167,202,64.8333,0.0006,174.2044,0.419
3,518.91,158.76,0,0.1138,0.1419,7.3,0.7888,0.3196,0.4096,1.5093,0.1439,0.9329,9.9537,145.9733,20.0932,69.0652,203.019,139.2857,4000,15.9699,5.8929,75747,0.3696,182.6667,60.9434,0.0043,181.7097,0.2801
3,549.045,159.495,0,0.0457,0.0704,7.3,0.6712,0.2002,0.5721,1.2062,0.0891,0.958,10.1847,147.5471,19.3718,99.6104,617.2963,64.2857,6521.7391,16.741,4.7143,81010,0.2963,177.8,98.2111,0.0058,175.4073,0.3114
3,515.97,158.025,0,0.075,0.1051,7.3,0.8267,0.2063,0.4831,1.372,0.1449,0.9341,9.8251,143.0374,22.9221,111.4219,1273.576,126.9231,1153.8462,16.2603,5.6538,73803,0.3185,235,76.3158,0.0014,182.4728,0.1711
4,514.5,158.025,0.0008,0.0113,0.0317,4.2,0.1347,0.0197,0.6418,1.0474,0.0867,0.9644,11.5399,0.1166,23.4676,74.4413,338.1728,150,967.7419,17.3232,4.1,81946,0.2981,226,131.7442,0.0021,191.186,0.2945
4,586.53,142.59,0,0.0388,0.0633,6.4,0.328,0.0824,0.6323,1.1339,0.1003,0.9543,10.3081,0.0017,18.6422,140.4959,309.8807,94.7368,2222.2222,17.2784,3.4737,77646,0.3128,192,93.7391,0.0055,200.42,0.1978
4,396.9,159.495,0,0.0383,0.0559,8.7,0.2715,0.0782,0.3779,1.4913,0.1398,0.935,11.4584,0.0076,32.4463,139.564,57.2802,113.7931,1875,18.047,4.4483,70558,0.295,192.8571,101.9441,0.0114,188.7235,0.2182
4,604.17,148.47,0.0004,0.0728,0.0924,10.9,0.3794,0.1293,0.5004,1.3954,0.1194,0.9465,13.0046,0.0596,20.4478,92.5216,58.6067,144,2400,16.2296,4.8,89528.5,0.385,207.1176,129.2743,0.0056,193.4796,0.3556
4,605.64,141.12,0.0009,0.022,0.0469,6.8,0.2678,0.0442,0.5106,1.4111,0.1644,0.9351,12.6065,0.1271,14.3226,208.4603,99.9223,183.3333,3913.0435,17.2924,4.1667,87545,0.3448,227.6,83.3913,0.0036,192.942,0.2773
4,589.47,136.71,0.0001,0.0275,0.0521,8,0.3735,0.074,0.4906,1.3708,0.1441,0.9402,11.0428,0.0119,12.2407,134.8415,451.4841,91.3043,6000,17.5495,4.3043,71747.5,0.3162,212.625,172.2597,0.005,179.1241,0.3426
4,543.165,108.78,0.0031,0.0381,0.0741,8.3,0.4454,0.1016,0.6901,0.9234,0.0811,0.9656,5.8583,0.2522,9.9754,84.6128,339.8201,14.2857,2400,16.5474,4.7143,49229.5,0.3224,193.6667,104.9153,0.0042,186.0894,0.3187
4,457.905,106.575,0,0.0129,0.0411,5.4,0.1604,0.0222,0.7046,0.881,0.0743,0.9671,6.8832,0.0044,18.7956,29.4079,351.3816,276,4090.9091,18.157,3.72,45829.5,0.2883,213.6667,100.1724,0.0021,185.9401,0.3392
4,519.645,149.94,0.0001,0.0087,0.0326,9.3,0.2698,0.0374,0.6576,1.0441,0.0839,0.9613,11.2081,0.0135,20.3585,105.9149,175.9306,112.5,4090.9091,17.7104,4.375,76409,0.3833,198,99.2545,0.0045,171.1765,0.3383
4,579.18,150.675,0,0.0623,0.0941,7.3,0.5689,0.1536,0.591,1.2045,0.1031,0.9525,9.7371,0.0017,16.4385,142.9308,400.3422,72,1000,17.0334,7.44,79016,0.2775,202,103.641,0.0025,203.5922,0.2303
4,486.57,182.28,0,0.0647,0.0797,5.1,0.4193,0.099,0.4472,1.5029,0.1365,0.9367,15.2788,0.0041,31.7355,228.9003,1224.9762,150,0,16.7073,4.1667,95891.5,0.3846,204,54.5,0.0007,178.7116,0.3238
4,512.295,208.005,0.0003,0.0529,0.0699,7.9,0.5022,0.0973,0.6261,1.1565,0.0996,0.9564,12.1886,0.0488,18.4105,162.775,2227.098,291.1765,3333.3333,14.5667,7.5,88537,0.3512,221.7,86.6269,0.0033,205.2585,0.266
4,503.475,121.275,0.0001,0.1669,0.1952,8.7,0.6841,0.3305,0.6895,0.9612,0.0726,0.9654,7.4052,0.0139,20.6055,36.4495,7.919,326.087,1153.8462,15.9664,4.0435,62512.5,0.3576,198.8,63.1739,0.0027,171.4642,0.3324
4,522.585,150.675,0.0002,0.0135,0.0318,5.1,0.3678,0.0379,0.6225,1.1194,0.1028,0.9555,11.5538,0.0325,18.6699,179.4117,262.6673,45,4285.7143,17.2682,4.05,80479,0.4167,229.5,81.1765,0.0011,193.075,0.2559
4,507.885,120.54,0,0.1786,0.1989,5.7,0.6186,0.3346,0.5871,1.1424,0.0968,0.9546,6.5622,0.0039,13.0073,149.2798,584.0067,66.6667,1153.8462,16.1767,4.3333,52541,0.3121,197.4,109.1111,0.0017,209.2575,0.1938
4,519.645,122.745,0.0001,0.0235,0.0503,8.2,0.6595,0.0731,0.5881,1.1315,0.1059,0.9544,8.0525,0.0154,10.4359,172.6588,310.0869,234.7826,1034.4828,16.9986,5.2174,62319,0.2717,204,111.1875,0.0034,212.2238,0.1989
4,392.49,110.25,0.0002,0.0644,0.0842,7.3,0.5358,0.1385,0.6956,0.921,0.0741,0.9661,6.8983,0.0178,20.8632,95.1985,93.5702,137.5,2500,16.4749,3.875,49000.5,0.2906,204,41.9,0.0024,161.2186,0.3408
4,602.7,141.12,0,0.0766,0.1189,9.6,0.4513,0.1311,0.5846,1.1962,0.1095,0.9513,8.4497,0.005,11.091,122.542,652.4354,122.2222,5172.4138,17.1927,6.1111,68950.5,0.3778,198.8333,92.0645,0.0043,188.6976,0.2645
4,638.715,152.145,0.0002,0.0343,0.0577,3.8,0.5563,0.0825,0.4077,1.4781,0.1433,0.9346,12.5113,0.0282,15.3799,39.8885,693.2513,121.875,4444.4444,16.8382,6.8438,78390.5,0.3567,233,168.625,0.0006,203.1541,0.2751
4,572.565,160.23,0.0001,0.0413,0.0783,7.8,0.6296,0.1151,0.5576,1.3208,0.1242,0.9456,11.9063,0.0192,22.4506,166.5086,40.5747,78.9474,3000,16.8658,3.6316,98890.5,0.3179,212.6667,67.15,0.0016,163.9212,0.3397
4,618.135,124.95,0.0016,0.0055,0.0297,12.6,0.3509,0.0227,0.6557,1.0467,0.0788,0.9637,12.2903,0.2006,15.3427,198.9694,565.3112,50,1875,18.0392,3.5,81104.5,0.2889,128,58.1111,0.0019,175.2111,0.2281
4,617.4,167.58,0.0001,0.0493,0.0749,9,0.4822,0.0825,0.4692,1.4088,0.1385,0.9375,12.6671,0.0097,8.5786,157.5829,275.2792,346.1538,1000,17.0358,5.0769,86284.5,0.3356,221,84,0.0014,200.1761,0.1873
4,611.52,142.59,0.0004,0.1023,0.1268,7.5,0.5216,0.1734,0.5521,1.258,0.0938,0.9559,9.3007,0.0491,13.6028,92.8555,590.9678,54.5455,3461.5385,16.8632,5.4545,77254.5,0.4733,218.5,135.3929,0.0025,192.2439,0.2898
4,593.88,130.095,0.0004,0.0245,0.0466,7.1,0.7236,0.0798,0.4779,1.3553,0.1415,0.9351,9.5844,0.0438,12.8122,153.3875,111.0337,78.9474,4736.8421,17.0093,3.9474,70558,0.2966,182,141.1875,0.0009,192.6506,0.2411
4,510.09,142.59,0.0002,0.0493,0.091,6.5,0.632,0.1556,0.5887,1.1389,0.1073,0.9525,6.9435,0.0235,12.7706,84.5582,327.7786,77.7778,1071.4286,16.7287,5.8889,54431.5,0.3605,221,94.4912,0.0034,183.303,0.2821
4,529.935,88.2,0.0001,0.0906,0.1416,9.5,0.6526,0.2187,0.6265,1.0075,0.0912,0.9561,4.7016,0.0094,10.94,39.4429,686.4975,150,0,16.4222,4.2,39843.5,0.375,213.8,101.2353,0.0022,206.4458,0.2906
4,507.15,148.47,0.0012,0.054,0.0757,6.3,0.5562,0.1256,0.5767,1.2114,0.1162,0.9451,9.5391,0.1617,21.9198,31.3593,516.5979,219.2308,1153.8462,16.7467,4.5,74248.5,0.4136,203.9167,96.2644,0.0042,194.6285,0.2736
4,590.94,152.145,0.0001,0.044,0.0687,5.8,0.5227,0.1038,0.3529,1.6226,0.1968,0.9181,13.1817,0.0152,12.4989,184.2337,824.7008,218.1818,7500,17.1399,4.9091,85668,0.3172,210.4444,141.2111,0.005,178.1859,0.2476
4,624.015,171.255,0.0001,0.1008,0.1129,13.9,0.7532,0.2285,0.3271,1.7077,0.1586,0.9256,15.1372,0.0192,16.6191,150.7445,744.59,112.5,9375,16.3925,3.875,105517.5,0.3401,201.75,87.2381,0.003,189.1728,0.275
4,617.4,146.265,0.0001,0.3017,0.3247,8.7,0.6332,0.4683,0.3704,1.5817,0.1492,0.9304,11.0702,0.0178,16.5589,102.8206,466.1463,10,1034.4828,15.9785,4.1,90974.5,0.2603,210.9231,188.8125,0.0092,185.8207,0.3035
4,496.125,164.64,0.0001,0.0364,0.0589,1,0.2897,0.0569,0.6146,1.214,0.1498,0.9464,12.2851,0.0141,26.0798,120.9565,303.2743,138.4615,2608.6957,16.739,4.3846,94254.5,0.3113,225.6667,202.0621,0.0081,191.1783,0.2795
4,454.965,131.565,0,0.0427,0.0719,6.9,0.7498,0.0924,0.3501,1.5085,0.1402,0.9329,9.9241,0.0022,15.5872,191.814,192.3946,234.7826,3750,16.9008,4.4348,59411,0.2883,255,78.5,0.0014,202.1314,0.2423
4,632.835,171.99,0,0.0951,0.1185,7.6,0.5179,0.1685,0.5731,1.3341,0.1085,0.9521,13.2087,0.0047,20.2424,98.7448,2168.2094,252.6316,16000,16.865,5.6842,111101.5,0.3219,192,77.4483,0.006,194.8276,0.2186
4,433.65,115.395,0.0005,0.0286,0.0564,8.7,0.4933,0.0941,0.709,0.8928,0.0696,0.9681,7.2462,0.0553,19.2644,158.3553,424.2524,63.1579,1578.9474,16.9966,3.7895,54000.5,0.4058,234,183.225,0.0018,207.0929,0.2755
4,474.81,143.325,0.0001,0.0387,0.0674,8.1,0.3717,0.0578,0.6085,1.1785,0.1141,0.9521,10.4015,0.0126,21.7,152.6943,85.0999,54.5455,4285.7143,17.4384,4.3636,71827.5,0.3431,204.6667,224.7292,0.0026,189.7989,0.2681
4,554.19,128.625,0,0.0868,0.113,7.7,0.5995,0.1701,0.4812,1.3812,0.1577,0.9342,9.2775,0.0036,16.8197,131.1942,553.0538,15,0,16.9065,3.75,72447.5,0.3041,220.2,111.9444,0.0027,192.5458,0.3448
4,545.37,108.78,0,0.2506,0.2788,10.7,0.7302,0.5228,0.3677,1.3887,0.1165,0.9449,8.5148,0.0037,10.9408,127.5322,6.6611,155.5556,3600,15.3233,4.4444,51694.5,0.3354,235.3,177.25,0.0031,188.3844,0.274
4,624.015,110.985,0,0.1559,0.1746,8.4,0.6974,0.3415,0.3927,1.536,0.158,0.9303,10.0283,0.0016,14.8672,90.3717,95.7309,120,1363.6364,16.2627,3.3,74604.5,0.3158,238,103.8462,0.0021,196.2266,0.3074
4,523.32,155.085,0,0.0746,0.0914,8.8,0.7265,0.1771,0.366,1.5704,0.1597,0.9253,11.7994,0.0019,19.5665,105.5833,370.1231,112.5,5000,16.5642,5.375,78996,0.2781,202,129,0.0007,179.3199,0.317
4,623.28,136.71,0.0001,0.2156,0.243,7.4,0.7553,0.4807,0.3385,1.5639,0.1399,0.9344,11.5618,0.008,15.869,94.6987,177.2609,78.2609,1250,15.7141,3.6522,81750,0.339,128,87.6,0.0011,173.8697,0.2307
4,530.67,118.335,0.0001,0.0576,0.0758,7.1,0.3646,0.1171,0.5851,1.1446,0.0848,0.9593,9.0139,0.0075,15.0345,156.7841,786.4464,16.6667,0,17.3834,3.5,63552.5,0.2456,255,84.1818,0.0017,177.3586,0.2483
4,572.565,119.805,0.0001,0.2502,0.2812,7.5,0.6908,0.4949,0.3816,1.5032,0.1467,0.9301,7.6087,0.0157,14.2036,125.8014,49.3219,0,2222.2222,15.5432,3.7143,64102,0.25,213.5,103.4159,0.0074,193.043,0.2308
4,530.67,170.52,0,0.2236,0.2549,5.3,0.7748,0.5266,0.478,1.4116,0.1649,0.9339,9.7369,0.0019,15.0761,177.7664,239.6481,262.5,3600,15.3912,5.625,79598,0.3287,255,93.3333,0.0008,184.563,0.4061
4,540.225,66.15,0.0001,0.0584,0.1591,10.3,0.2599,0.1001,0.5399,1.1334,0.0991,0.9516,4.9552,0.0037,3.9896,95.5564,790.5134,142.8571,6521.7391,16.7537,4,34503,0.2688,194.5294,87.3506,0.0111,169.3663,0.3708
4,545.37,186.69,0,0.1458,0.1685,5.5,0.7279,0.2745,0.3484,1.5837,0.1535,0.9292,11.9181,0.0055,13.8567,139.1356,1.579,170,7500,16.0986,4.7,86305.5,0.2361,226.3333,117.7778,0.0018,183.101,0.2704
4,417.48,91.875,0,0.0797,0.1237,8.5,0.5085,0.1625,0.6958,0.9085,0.0726,0.966,5.5659,0.0024,19.5308,138.8522,1351.2735,71.4286,3333.3333,17.051,5,42588,0.4316,205.6,85.2791,0.0066,182.234,0.2311
4,326.34,80.115,0.0001,0.0292,0.069,8.2,0.3025,0.0636,0.7106,0.8597,0.0895,0.9622,5.4297,0.0061,20.9461,194.9216,710.4689,120,0,17.6982,3.2,32165,0.3056,227,106.4,0.0008,196.4486,0.2364
4,668.85,135.24,0,0.0229,0.046,5.2,0.5451,0.0745,0.6294,1.1382,0.1244,0.9527,13.289,0.0015,12.8632,65.6183,418.2551,53.5714,2500,16.8691,4.6071,84241.5,0.4085,208,103,0.0019,192.7574,0.3214
4,571.095,155.82,0.0001,0.4349,0.4633,8.2,0.5844,0.5923,0.3159,1.7046,0.1601,0.9261,11.5473,0.0088,23.2542,9.0124,1023.8567,336,3461.5385,14.6582,4.8,94568.5,0.2767,214.2857,80.5714,0.0049,187.2628,0.3195
4,447.615,78.645,0.0001,0.2309,0.2859,7,0.7695,0.4838,0.4831,1.2448,0.1318,0.9366,4.4008,0.0067,10.9538,32.9024,1291.3067,80,9545.4545,15.3802,5.2,31147.5,0.2378,180,67,0.0009,157.7145,0.397
4,543.9,160.965,0,0.1384,0.1564,6.3,0.8065,0.4319,0.5447,1.3239,0.1432,0.9394,12.1063,0.0018,26.169,106.265,49.3622,347.3684,1428.5714,15.6453,4.1053,88348.5,0.3832,203.5,101.1081,0.0018,193.6315,0.2195
4,699.72,194.775,0,0.1229,0.1526,13.4,0.7885,0.2519,0.302,1.8086,0.155,0.9305,17.2458,186.7397,18.2764,119.334,921.6161,11.5385,7142.8571,16.3166,4.2692,130665.5,0.3662,143.2,84.3659,0.0035,195.4405,0.1935
4,585.06,115.395,0,0.2482,0.2778,13.2,0.735,0.4818,0.456,1.3696,0.1519,0.928,6.7134,97.7301,12.4812,105.1786,209.1836,25,1304.3478,15.2926,4,57178,0.4364,224.25,82.4762,0.004,181.5893,0.3065
4,540.225,155.085,0,0.0545,0.0839,10.5,0.306,0.0842,0.5547,1.2962,0.1172,0.949,11.612,148.005,13.982,169.3526,723.4547,237.5,1363.6364,17.2826,4.375,79956,0.224,212.5455,142,0.0064,183.0742,0.2862
4,555.66,154.35,0,0.0495,0.0616,10,0.566,0.1033,0.4415,1.5143,0.1676,0.9279,13.5974,166.825,22.0577,170.5685,94.4532,60,4736.8421,17.0463,3.6,92698,0.3154,194.2727,201.2883,0.0105,193.597,0.2063
4,405.72,91.875,0,0.0317,0.0745,9.9,0.4711,0.0871,0.5,1.2434,0.1382,0.9368,6.4788,103.7168,14.9963,169.2765,505.4567,50,6000,17.1688,3.5,42080,0.3717,209.2941,193.8791,0.0162,197.4139,0.1709
4,630.63,141.12,0,0.091,0.1175,8.9,0.6723,0.2344,0.4113,1.4945,0.1396,0.9331,10.4421,133.4007,12.0798,159.6325,441.1885,169.5652,1111.1111,16.5686,4.8261,84126.5,0.3083,191.5,90.6571,0.004,189.1548,0.247
4,257.25,144.795,0,0.0367,0.0608,8.7,0.3936,0.0664,0.3818,1.4184,0.1494,0.9337,8.5018,187.6404,44.6735,54.6361,88.2586,506.25,882.3529,17.1372,6.75,48270.5,0.3684,233,106.3019,0.004,195.397,0.292
4,526.995,156.555,0,0.0481,0.0675,8.7,0.6407,0.1115,0.5322,1.3376,0.1245,0.9415,12.5163,163.216,21.6108,61.1256,788.8381,192.8571,3600,16.87,4.9286,86014,0.3235,178.6667,94,0.0025,172.2367,0.3583
4,468.195,167.58,0,0.1522,0.1745,8.1,0.7971,0.3798,0.3972,1.4179,0.137,0.9345,9.5653,142.9693,23.8895,100.4165,30.0174,113.7931,3214.2857,16.1067,5.4828,66937.5,0.3467,180.1538,72.9115,0.0077,173.0365,0.3237
4,621.075,141.12,0,0.0473,0.0764,8.1,0.5937,0.1251,0.4954,1.3411,0.1154,0.9455,10.008,130.7644,13.5287,154.6971,272.3276,63.1579,1200,16.9783,4.4211,81214.5,0.3239,213.1429,77.3478,0.0063,178.6855,0.2328
4,530.67,150.675,0,0.0633,0.0846,8.1,0.3451,0.0921,0.5641,1.2499,0.1243,0.9491,13.7862,172.8428,21.7934,141.412,94.5683,45,2500,17.4919,3.45,91722.5,0.3902,200.5,106.4737,0.001,189.0491,0.3558
4,413.07,133.035,0,0.0181,0.0503,8.1,0.1344,0.0309,0.6123,1.1109,0.0992,0.9554,10.2334,143.3244,22.9281,137.4441,2660.399,68.1818,18000,17.7302,5.3182,59203,0.3667,188.3,97.7069,0.0052,185.8938,0.1869
4,475.545,139.65,0,0.051,0.0775,8,0.5331,0.1052,0.4738,1.3921,0.1399,0.9346,10.8059,144.6141,22.5735,107.2921,369.6208,126.9231,2400,17.1842,4.7308,68770.5,0.2481,209.2222,174.4186,0.0085,193.6432,0.2324
4,528.465,185.22,0,0.2667,0.2905,7.4,0.7231,0.4599,0.3204,1.7013,0.1586,0.9289,13.7951,194.115,25.0243,163.1963,654.3896,23.0769,1363.6364,15.3242,4.3846,102583,0.2717,208.25,79.7143,0.0047,181.2435,0.2773
4,469.665,108.78,0,0.0278,0.0499,7,0.5763,0.0881,0.6193,1.0724,0.0888,0.9588,6.58,104.0721,13.4367,121.1115,1031.2831,39.1304,6000,17.1728,4.3043,48879,0.2188,209.1067,186.0448,0.0344,174.4034,0.2501
4,586.53,158.76,0,0.141,0.1576,7,0.7997,0.3386,0.3745,1.5796,0.1382,0.9334,13.0819,172.1813,20.47,220.3901,466.2374,0,1500,15.8789,4.125,100989.5,0.2677,198.5,116.1091,0.0072,191.612,0.2975
4,547.575,115.395,0,0.0524,0.0863,6.7,0.3056,0.1027,0.4836,1.3302,0.1113,0.946,9.51,119.6603,12.4796,194.0317,205.8353,183.3333,2608.6957,17.4486,3.5,65523,0.2342,207.75,174.2549,0.0034,183.8613,0.3132
4,439.53,116.13,0,0.0526,0.0782,6.5,0.4559,0.1268,0.395,1.439,0.1355,0.9356,8.6508,120.3115,19.1931,105.4395,171.0746,81.8182,2307.6923,16.9643,4.0909,52880.5,0.2042,219.3333,118.8036,0.0047,174.8444,0.3421
4,554.19,155.085,0,0.0691,0.1027,6.4,0.8715,0.2259,0.3758,1.5126,0.1382,0.9327,9.0848,117.0158,11.0581,92.3744,501.9712,140,3750,16.4079,3.6,64849,0.2828,177,73.4054,0.0038,185.2277,0.2949
4,571.83,99.96,0,0.1061,0.1391,5.2,0.6982,0.2474,0.3484,1.4857,0.1638,0.9281,8.1546,91.2308,8.666,129.7192,556.5611,120,1666.6667,16.6442,3.6,52168.5,0.3519,198.8571,62.8667,0.0039,187.0607,0.3242
4,532.875,147,0,0.0566,0.0858,5.1,0.6089,0.145,0.578,1.1993,0.0996,0.9514,9.7336,132.517,18.6806,129.1207,479.0549,54.5455,3600,16.9181,4.0909,70615,0.366,216.75,109.8667,0.0025,191.3057,0.3019
